REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2425,First Attendances by Age and Gender,19 Male,101,Urology,2401
2425,First Attendances by Age and Gender,19 Male,107,Vascular Surgery,15
2425,First Attendances by Age and Gender,19 Male,110,Trauma and Orthopaedics,12607
2425,First Attendances by Age and Gender,19 Male,120,Ear Nose and Throat,4340
2425,First Attendances by Age and Gender,19 Male,130,Ophthalmology,3423
2425,First Attendances by Age and Gender,19 Male,140,Oral Surgery,1186
2425,First Attendances by Age and Gender,19 Male,141,Restorative Dentistry,233
2425,First Attendances by Age and Gender,19 Male,142,Paediatric Dentistry,6
2425,First Attendances by Age and Gender,19 Male,143,Orthodontics,536
2425,First Attendances by Age and Gender,19 Male,145,Oral and Maxillofacial Surgery,1037
2425,First Attendances by Age and Gender,19 Male,146,Endodontics,16
2425,First Attendances by Age and Gender,19 Male,147,Periodontics,3
2425,First Attendances by Age and Gender,19 Male,148,Prosthodontics,5
2425,First Attendances by Age and Gender,19 Male,150,Neurosurgery,311
2425,First Attendances by Age and Gender,19 Male,160,Plastic Surgery,2063
2425,First Attendances by Age and Gender,19 Male,170,Cardiothoracic Surgery,147
2425,First Attendances by Age and Gender,19 Male,171,Paediatric Surgery,5
2425,First Attendances by Age and Gender,19 Male,180,Emergency Medicine,964
2425,First Attendances by Age and Gender,19 Male,190,Anaesthetics,959
2425,First Attendances by Age and Gender,19 Male,192,Intensive Care Medicine,19
2425,First Attendances by Age and Gender,19 Male,300,General Internal Medicine,2613
2425,First Attendances by Age and Gender,19 Male,301,Gastroenterology,1780
2425,First Attendances by Age and Gender,19 Male,302,Endocrinology and Diabetes,741
2425,First Attendances by Age and Gender,19 Male,303,Clinical Haematology,517
2425,First Attendances by Age and Gender,19 Male,304,Clinical Physiology,343
2425,First Attendances by Age and Gender,19 Male,305,Clinical Pharmacology,11
2425,First Attendances by Age and Gender,19 Male,310,Audio Vestibular Medicine,318
2425,First Attendances by Age and Gender,19 Male,311,Clinical Genetics,258
2425,First Attendances by Age and Gender,19 Male,313,Clinical Immunology,326
2425,First Attendances by Age and Gender,19 Male,314,Rehabilitation Medicine,256
2425,First Attendances by Age and Gender,19 Male,315,Palliative Medicine,4
2425,First Attendances by Age and Gender,19 Male,317,Allergy,76
2425,First Attendances by Age and Gender,19 Male,320,Cardiology,3161
2425,First Attendances by Age and Gender,19 Male,321,Paediatric Cardiology,51
2425,First Attendances by Age and Gender,19 Male,325,Sport and Exercise Medicine,15
2425,First Attendances by Age and Gender,19 Male,326,Acute Internal Medicine,215
2425,First Attendances by Age and Gender,19 Male,330,Dermatology,3478
2425,First Attendances by Age and Gender,19 Male,340,Respiratory Medicine,1043
2425,First Attendances by Age and Gender,19 Male,350,Infectious Diseases,136
2425,First Attendances by Age and Gender,19 Male,360,Genitourinary Medicine,154
2425,First Attendances by Age and Gender,19 Male,361,Renal Medicine,206
2425,First Attendances by Age and Gender,19 Male,370,Medical Oncology,78
2425,First Attendances by Age and Gender,19 Male,371,Nuclear Medicine,3
2425,First Attendances by Age and Gender,19 Male,400,Neurology,2264
2425,First Attendances by Age and Gender,19 Male,401,Clinical Neurophysiology,520
2425,First Attendances by Age and Gender,19 Male,410,Rheumatology,451
2425,First Attendances by Age and Gender,19 Male,420,Paediatrics,159
2425,First Attendances by Age and Gender,19 Male,421,Paediatric Neurology,12
2425,First Attendances by Age and Gender,19 Male,430,Geriatric Medicine,71
2425,First Attendances by Age and Gender,19 Male,450,Dental Medicine,147
2425,First Attendances by Age and Gender,19 Male,451,Special Care Dentistry,33
2425,First Attendances by Age and Gender,19 Male,460,Medical Ophthalmology,19
2425,First Attendances by Age and Gender,19 Male,501,Obstetrics,15
2425,First Attendances by Age and Gender,19 Male,502,Gynaecology,92
2425,First Attendances by Age and Gender,19 Male,600,General Medical Practice,69
2425,First Attendances by Age and Gender,19 Male,700,Learning Disability,183
2425,First Attendances by Age and Gender,19 Male,710,Adult Mental Illness,1108
2425,First Attendances by Age and Gender,19 Male,711,Child and Adolescent Psychiatry,280
2425,First Attendances by Age and Gender,19 Male,712,Forensic Psychiatry,10
2425,First Attendances by Age and Gender,19 Male,713,Medical Psychotherapy,17
2425,First Attendances by Age and Gender,19 Male,715,Old Age Psychiatry,3
2425,First Attendances by Age and Gender,19 Male,800,Clinical Oncology,121
2425,First Attendances by Age and Gender,19 Male,810,Radiology,4597
2425,First Attendances by Age and Gender,19 Male,820,General Pathology,2
2425,First Attendances by Age and Gender,19 Male,822,Chemical Pathology,54
2425,First Attendances by Age and Gender,19 Male,823,Haematology,97
2425,First Attendances by Age and Gender,19 Male,824,Histopathology,5
2425,First Attendances by Age and Gender,19 Male,830,Immunopathology,24
2425,First Attendances by Age and Gender,19 Male,831,Medical Microbiology and Virology,1
2425,First Attendances by Age and Gender,19 Male,834,Medical Virology,7
2425,First Attendances by Age and Gender,19 Male,900,Community Medicine,104
2425,First Attendances by Age and Gender,19 Male,901,Occupational Medicine,57
2425,First Attendances by Age and Gender,19 Male,902,Community Health Services Dental,2
2425,First Attendances by Age and Gender,19 Male,950,Nursing,2027
2425,First Attendances by Age and Gender,19 Male,960,Allied Health Professional,8953
2425,First Attendances by Age and Gender,19 Male,990,Joint Consultant Clinics (Retired 1 April 2004),1
2425,First Attendances by Age and Gender,20-24 All Genders,100,General Surgery,65520
2425,First Attendances by Age and Gender,20-24 All Genders,101,Urology,21656
2425,First Attendances by Age and Gender,20-24 All Genders,107,Vascular Surgery,254
2425,First Attendances by Age and Gender,20-24 All Genders,110,Trauma and Orthopaedics,100960
2425,First Attendances by Age and Gender,20-24 All Genders,120,Ear Nose and Throat,47734
2425,First Attendances by Age and Gender,20-24 All Genders,130,Ophthalmology,46290
2425,First Attendances by Age and Gender,20-24 All Genders,140,Oral Surgery,18402
2425,First Attendances by Age and Gender,20-24 All Genders,141,Restorative Dentistry,2296
2425,First Attendances by Age and Gender,20-24 All Genders,142,Paediatric Dentistry,5
2425,First Attendances by Age and Gender,20-24 All Genders,143,Orthodontics,2299
2425,First Attendances by Age and Gender,20-24 All Genders,145,Oral and Maxillofacial Surgery,12439
2425,First Attendances by Age and Gender,20-24 All Genders,146,Endodontics,261
2425,First Attendances by Age and Gender,20-24 All Genders,147,Periodontics,31
2425,First Attendances by Age and Gender,20-24 All Genders,148,Prosthodontics,21
2425,First Attendances by Age and Gender,20-24 All Genders,149,Surgical Dentistry,7
2425,First Attendances by Age and Gender,20-24 All Genders,150,Neurosurgery,3357
2425,First Attendances by Age and Gender,20-24 All Genders,160,Plastic Surgery,17131
2425,First Attendances by Age and Gender,20-24 All Genders,170,Cardiothoracic Surgery,800
2425,First Attendances by Age and Gender,20-24 All Genders,171,Paediatric Surgery,137
2425,First Attendances by Age and Gender,20-24 All Genders,180,Emergency Medicine,10945
2425,First Attendances by Age and Gender,20-24 All Genders,190,Anaesthetics,15819
2425,First Attendances by Age and Gender,20-24 All Genders,192,Intensive Care Medicine,167
2425,First Attendances by Age and Gender,20-24 All Genders,300,General Internal Medicine,37734
2425,First Attendances by Age and Gender,20-24 All Genders,301,Gastroenterology,27932
2425,First Attendances by Age and Gender,20-24 All Genders,302,Endocrinology and Diabetes,11412
2425,First Attendances by Age and Gender,20-24 All Genders,303,Clinical Haematology,7354
2425,First Attendances by Age and Gender,20-24 All Genders,304,Clinical Physiology,5522
2425,First Attendances by Age and Gender,20-24 All Genders,305,Clinical Pharmacology,134
2425,First Attendances by Age and Gender,20-24 All Genders,310,Audio Vestibular Medicine,3821
2425,First Attendances by Age and Gender,20-24 All Genders,311,Clinical Genetics,3793
2425,First Attendances by Age and Gender,20-24 All Genders,313,Clinical Immunology,3885
2425,First Attendances by Age and Gender,20-24 All Genders,314,Rehabilitation Medicine,2454
2425,First Attendances by Age and Gender,20-24 All Genders,315,Palliative Medicine,113
2425,First Attendances by Age and Gender,20-24 All Genders,317,Allergy,1450
2425,First Attendances by Age and Gender,20-24 All Genders,320,Cardiology,38886
2425,First Attendances by Age and Gender,20-24 All Genders,321,Paediatric Cardiology,653
2425,First Attendances by Age and Gender,20-24 All Genders,325,Sport and Exercise Medicine,276
2425,First Attendances by Age and Gender,20-24 All Genders,326,Acute Internal Medicine,4028
2425,First Attendances by Age and Gender,20-24 All Genders,330,Dermatology,53223
2425,First Attendances by Age and Gender,20-24 All Genders,340,Respiratory Medicine,15316
2425,First Attendances by Age and Gender,20-24 All Genders,350,Infectious Diseases,2157
2425,First Attendances by Age and Gender,20-24 All Genders,360,Genitourinary Medicine,1993
2425,First Attendances by Age and Gender,20-24 All Genders,361,Renal Medicine,2416
2425,First Attendances by Age and Gender,20-24 All Genders,370,Medical Oncology,1022
2425,First Attendances by Age and Gender,20-24 All Genders,371,Nuclear Medicine,133
2425,First Attendances by Age and Gender,20-24 All Genders,400,Neurology,28671
2425,First Attendances by Age and Gender,20-24 All Genders,401,Clinical Neurophysiology,5852
2425,First Attendances by Age and Gender,20-24 All Genders,410,Rheumatology,9807
2425,First Attendances by Age and Gender,20-24 All Genders,420,Paediatrics,2802
2425,First Attendances by Age and Gender,20-24 All Genders,421,Paediatric Neurology,120
2425,First Attendances by Age and Gender,20-24 All Genders,430,Geriatric Medicine,1165
2425,First Attendances by Age and Gender,20-24 All Genders,450,Dental Medicine,1756
2425,First Attendances by Age and Gender,20-24 All Genders,451,Special Care Dentistry,327
2425,First Attendances by Age and Gender,20-24 All Genders,460,Medical Ophthalmology,321
2425,First Attendances by Age and Gender,20-24 All Genders,500,Obstetrics and Gynaecology,16
2425,First Attendances by Age and Gender,20-24 All Genders,501,Obstetrics,83999
2425,First Attendances by Age and Gender,20-24 All Genders,502,Gynaecology,120464
2425,First Attendances by Age and Gender,20-24 All Genders,504,Community Sexual and Reproductive Health,21
2425,First Attendances by Age and Gender,20-24 All Genders,560,Midwifery,84799
2425,First Attendances by Age and Gender,20-24 All Genders,600,General Medical Practice,748
2425,First Attendances by Age and Gender,20-24 All Genders,601,General Dental Practice,9
2425,First Attendances by Age and Gender,20-24 All Genders,700,Learning Disability,864
2425,First Attendances by Age and Gender,20-24 All Genders,710,Adult Mental Illness,14946
2425,First Attendances by Age and Gender,20-24 All Genders,711,Child and Adolescent Psychiatry,2396
2425,First Attendances by Age and Gender,20-24 All Genders,712,Forensic Psychiatry,164
2425,First Attendances by Age and Gender,20-24 All Genders,713,Medical Psychotherapy,257
2425,First Attendances by Age and Gender,20-24 All Genders,715,Old Age Psychiatry,91
2425,First Attendances by Age and Gender,20-24 All Genders,800,Clinical Oncology,2562
2425,First Attendances by Age and Gender,20-24 All Genders,810,Radiology,106754
2425,First Attendances by Age and Gender,20-24 All Genders,820,General Pathology,53
2425,First Attendances by Age and Gender,20-24 All Genders,822,Chemical Pathology,983
2425,First Attendances by Age and Gender,20-24 All Genders,823,Haematology,1201
2425,First Attendances by Age and Gender,20-24 All Genders,824,Histopathology,51
2425,First Attendances by Age and Gender,20-24 All Genders,830,Immunopathology,235
2425,First Attendances by Age and Gender,20-24 All Genders,831,Medical Microbiology and Virology,23
2425,First Attendances by Age and Gender,20-24 All Genders,833,Medical Microbiology,18
2425,First Attendances by Age and Gender,20-24 All Genders,834,Medical Virology,178
2425,First Attendances by Age and Gender,20-24 All Genders,900,Community Medicine,1704
2425,First Attendances by Age and Gender,20-24 All Genders,901,Occupational Medicine,406
2425,First Attendances by Age and Gender,20-24 All Genders,902,Community Health Services Dental,49
2425,First Attendances by Age and Gender,20-24 All Genders,950,Nursing,35919
2425,First Attendances by Age and Gender,20-24 All Genders,960,Allied Health Professional,121116
2425,First Attendances by Age and Gender,20-24 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),20
